Num_of_Loan,Payment_of_Min_Amount,Credit_History_Age,Num_Bank_Accounts,Delay_from_due_date,Changed_Credit_Limit,Monthly_Inhand_Salary,Num_Credit_Card,Amount_invested_monthly,Num_of_Delayed_Payment,Total_EMI_per_month,Payment_Behaviour,Age,Interest_Rate,Num_Credit_Inquiries,Outstanding_Debt,Credit_Mix,Annual_Income,Credit_Score
3,No,260,2,11,11.24,9843.8675,5,649.8093641841638,11,226.8927919215432,High_spent_Small_value_payments,23,7,8.0,1377.74,Good,114838.41,0
3,No,262,2,11,8.24,9843.8675,5,215.4682977385688,14,226.8927919215432,High_spent_Medium_value_payments,24,7,8.0,1377.74,Good,114838.41,0
2,Missing,219,0,4,5.76,2825.233333333333,5,154.352781097101,0,46.61612907334207,High_spent_Small_value_payments,44,12,2.0,421.43,Good,31370.8,0
2,No,319,1,-2,1.7599999999999998,2825.233333333333,6,140.8206959818371,0,46.61612907334207,Low_spent_Medium_value_payments,44,12,5.0,421.43,Good,31370.8,0
2,No,320,1,1,5.76,2825.233333333333,6,233.6055264233428,0,46.61612907334207,Low_spent_Small_value_payments,44,12,5.0,421.43,Missing,31370.8,0
2,No,321,1,1,5.76,2825.233333333333,6,184.70057162057685,0,16415.0,Low_spent_Small_value_payments,44,12,5.0,421.43,Missing,31370.8,0
2,No,219,1,1,5.76,2825.233333333333,6,137.7174248951262,0,46.61612907334207,Low_spent_Medium_value_payments,44,12,5.0,421.43,Good,31370.8,0
3,Missing,230,5,16,11.0,2948.605833333333,5,117.30669710658556,20,65.00817428651536,High_spent_Medium_value_payments,40,20,4.0,1328.93,Standard,33751.27,0
3,Yes,231,5,16,11.0,2948.605833333333,5,70.13107792087979,20,65.00817428651536,High_spent_Large_value_payments,40,20,4.0,1328.93,Standard,33751.27,0
3,Yes,235,5,16,11.0,2948.605833333333,5,72.86008181289458,20,65.00817428651536,High_spent_Medium_value_payments,40,20,8.0,1328.93,Standard,33751.27,0
3,Yes,236,5,16,11.0,2948.605833333333,5,35.427169541683696,20,65.00817428651536,!@9#%8,40,20,8.0,1328.93,Standard,33751.27,0
3,Yes,219,5,16,11.0,2948.605833333333,5,25.969611914778515,17,65.00817428651536,High_spent_Large_value_payments,41,20,8.0,1328.93,Standard,33751.27,0
2,No,305,3,-1,3.51,7266.686666666667,6,98.93176402067012,0,135.17337097171767,High_spent_Large_value_payments,32,1,3.0,950.36,Good,88640.24,0
2,Missing,306,3,4,3.51,7266.686666666667,6,157.174788304235,2,135.17337097171767,High_spent_Large_value_payments,33,433,3.0,950.36,Good,88640.24,0
2,No,307,3,4,3.51,7266.686666666667,6,298.1889114624804,0,135.17337097171767,High_spent_Medium_value_payments,33,1,3.0,950.36,Good,88640.24,0
2,No,308,3,4,3.51,7266.686666666667,6,135.92568154608836,2,135.17337097171767,Low_spent_Small_value_payments,33,1,3.0,950.36,Good,88640.24,0
2,No,310,3,4,3.51,7266.686666666667,6,686.1262165951837,0,135.17337097171767,Low_spent_Small_value_payments,33,1,3.0,950.36,Good,88640.24,0
2,No,311,3,4,3.51,3093.745000000001,6,164.0748218779106,2,80357.0,High_spent_Large_value_payments,33,1,3.0,950.36,Missing,88640.24,0
2,No,312,3,-1,3.51,7266.686666666667,6,98.44195128223792,14,135.17337097171767,High_spent_Large_value_payments,33,1,3.0,950.36,Good,88640.24,0
3,Yes,322,6,10,5.54,4766.68,4,243.7354373920944,8,124.39208242092045,Low_spent_Large_value_payments,35,14,3.0,179.22,Standard,54392.16,0
3,Yes,323,6,10,4.54,4766.68,4,142.75186411942676,10,124.39208242092045,High_spent_Medium_value_payments,35,14,3.0,179.22,Standard,54392.16,0
3,Yes,326,6,10,11.54,4766.68,4,233.1184454152274,8,124.39208242092045,Low_spent_Small_value_payments,35,14,3.0,179.22,Standard,54392.16,0
3,Yes,327,6,10,5.54,4766.68,4,635.1465605054178,8,124.39208242092045,Low_spent_Small_value_payments,35,14,3.0,179.22,Missing,54392.16,0
3,Yes,328,6,10,5.54,4766.68,4,158.11240346721374,8,124.39208242092045,Low_spent_Large_value_payments,36,14,7.0,179.22,Standard,54392.16,0
3,Yes,329,6,10,5.54,4766.68,4,495.1178978821161,8,124.39208242092045,Low_spent_Small_value_payments,36,14,7.0,179.22,Standard,54392.16,0
7,Yes,107,6,23,8.86,3093.745000000001,5,13.066209919444336,9,36.54819717138717,Low_spent_Large_value_payments,39,32,6.0,2602.69,Missing,8701.545,1
7,Yes,108,6,23,8.86,519.12875,5,34.71516393565097,9,36.54819717138717,Low_spent_Large_value_payments,39,32,6.0,2602.69,Standard,8701.545,1
7,Missing,109,6,23,8.86,519.12875,5,45.6509755447516,14,36.54819717138717,Low_spent_Large_value_payments,39,32,6.0,2602.69,Standard,8701.545,1
7,Yes,110,6,22,8.86,519.12875,5,20.390183876957128,7,36.54819717138717,Low_spent_Small_value_payments,39,32,6.0,2602.69,Standard,8701.545,1
7,Yes,112,6,23,9.4,519.12875,5,52.93161340713412,6,36.54819717138717,Low_spent_Medium_value_payments,39,32,6.0,2602.69,Standard,8701.545,1
7,Missing,114,6,23,8.86,519.12875,5,135.92568154608836,9,36.54819717138717,Low_spent_Small_value_payments,39,32,9.0,2602.69,Standard,8701.545,1
5,Missing,218,8,16,7.83,2415.855,7,53.104599112612064,14,101.3286373638512,High_spent_Medium_value_payments,36,14,5.0,758.44,Standard,25546.26,0
5,Yes,219,8,16,7.83,3093.745000000001,7,300.32323168069064,13,101.3286373638512,Low_spent_Small_value_payments,-500,14,6.0,758.44,Standard,25546.26,0
5,Yes,220,8,16,7.83,2415.855,7,91.21658676189335,10,101.3286373638512,Low_spent_Large_value_payments,37,14,5.0,758.44,Standard,25546.26,0
5,Yes,221,8,16,7.83,2415.855,7,83.7147504914459,10,101.3286373638512,High_spent_Medium_value_payments,37,14,6.0,758.44,Standard,25546.26,0
5,Yes,222,8,16,7.83,2415.855,7,311.99934746655674,13,101.3286373638512,Low_spent_Small_value_payments,37,14,5.0,758.44,Missing,25546.26,0
5,Yes,219,8,16,7.83,2415.855,7,61.7307484719951,10,101.3286373638512,High_spent_Small_value_payments,37,14,5.0,758.44,Missing,25546.26,0
2,Yes,202,6,8,6.28,2942.148333333333,6,81.99883505710139,14,45.14129822463578,Low_spent_Medium_value_payments,30,7,0.0,818.22,Standard,31993.78,0
2,Yes,203,6,12,6.28,2942.148333333333,6,10000.0,14,45.14129822463578,Low_spent_Small_value_payments,30,7,0.0,818.22,Standard,31993.78,0
2,Yes,204,6,8,10.28,2942.148333333333,6,264.25708850339777,14,45.14129822463578,Low_spent_Small_value_payments,181,7,1.0,818.22,Standard,31993.78,0
2,Yes,205,6,8,6.28,2942.148333333333,6,152.4523258823164,14,45.14129822463578,Low_spent_Medium_value_payments,30,7,1.0,818.22,Missing,31993.78,0
-100,Yes,208,6,8,6.28,3093.745000000001,6,104.55723619082671,16,45.14129822463578,High_spent_Small_value_payments,31,7,1.0,818.22,Standard,31993.78,0
2,Yes,209,6,8,6.28,2942.148333333333,6,97.58820324481088,16,45.14129822463578,Low_spent_Large_value_payments,31,7,1.0,818.22,Standard,31993.78,0
0,Yes,350,6,16,9.13,3093.745000000001,7,154.6341231395093,11,0.0,!@9#%8,20,16,0.0,1296.64,Standard,92047.08,0
0,Yes,351,6,16,9.13,7591.59,7,710.4953806729873,11,0.0,Low_spent_Medium_value_payments,20,16,4.0,1296.64,Standard,92047.08,0
0,Missing,354,6,16,9.13,7591.59,7,78.71934549426288,8,0.0,High_spent_Large_value_payments,20,16,4.0,1296.64,Standard,92047.08,1
0,Yes,219,6,16,13.13,7591.59,7,266.5850272142179,13,0.0,Low_spent_Small_value_payments,20,16,4.0,1296.64,Standard,92047.08,1
0,Yes,357,6,16,9.13,7591.59,7,268.0846032992916,11,0.0,Low_spent_Large_value_payments,20,16,4.0,1296.64,Standard,92047.08,1
6,Yes,77,6,11,9.22,2898.385,7,254.86161508896944,12,103.03756035536594,Low_spent_Medium_value_payments,45,17,8.0,1283.37,Standard,32284.62,0
6,Yes,78,6,11,9.22,2898.385,7,103.21030741657007,12,103.03756035536594,Low_spent_Large_value_payments,46,17,8.0,1283.37,Standard,32284.62,0
6,Yes,79,6,10,9.22,2898.385,7,35.793568414159616,12,103.03756035536594,High_spent_Large_value_payments,46,17,8.0,1283.37,Standard,32284.62,0
6,Yes,80,6,11,9.22,2898.385,7,280.21825375922106,12,103.03756035536594,Low_spent_Small_value_payments,46,17,8.0,1283.37,Standard,32284.62,0
6,Yes,81,6,15,8.22,2898.385,7,154.0197492180297,14,103.03756035536594,High_spent_Small_value_payments,46,17,10.0,1283.37,Missing,32284.62,0
6,Yes,82,6,11,8.22,2898.385,7,272.2735499123763,12,103.03756035536594,Low_spent_Small_value_payments,46,17,10.0,1283.37,Standard,32284.62,0
6,Yes,83,6,7,9.22,2898.385,7,10000.0,14,103.03756035536594,Low_spent_Small_value_payments,46,17,10.0,1283.37,Standard,32284.62,0
6,Yes,84,6,13,2.2200000000000006,2898.385,7,359.7718322852988,12,103.03756035536594,Low_spent_Small_value_payments,46,17,10.0,1283.37,Standard,32284.62,0
0,Yes,327,6,18,11.920000000000002,8079.285,6,322.7203197056673,8,0.0,Low_spent_Large_value_payments,26,12,1.0,107.41,Missing,97791.42,0
0,Yes,328,6,18,17.92,8079.285,6,176.26422577485542,7,0.0,High_spent_Medium_value_payments,26,12,1.0,107.41,Missing,97791.42,0
0,Yes,330,6,18,17.92,7449.469346853578,6,77.60922833984066,14,629.8156531464217,High_spent_Large_value_payments,26,12,1.0,107.41,Missing,97791.42,0
0,Yes,333,6,18,17.92,7449.469346853578,6,110.31820362533672,8,629.8156531464217,High_spent_Medium_value_payments,26,12,1.0,107.41,Standard,97791.42,0
5,Missing,219,6,51,9.95,1512.361666666667,7,55.29821298839304,18,49.57206224445275,High_spent_Small_value_payments,31,17,7.0,2430.21,Bad,19300.34,1
5,Yes,219,6,48,15.95,1512.361666666667,7,140.81859591726788,19,49.57206224445275,Low_spent_Large_value_payments,31,17,7.0,2430.21,Missing,19300.34,1
5,Yes,221,6,51,9.95,1512.361666666667,7,61.42802987477842,19,49.57206224445275,High_spent_Small_value_payments,31,17,7.0,2430.21,Bad,19300.34,0
5,Yes,219,6,51,9.95,1512.361666666667,7,173.0425507765921,19,49.57206224445275,Low_spent_Small_value_payments,32,17,7.0,2430.21,Bad,19300.34,1
5,Yes,223,6,51,9.95,1512.361666666667,1029,83.44744882880191,17,49.57206224445275,Low_spent_Large_value_payments,32,17,8.0,2430.21,Bad,19300.34,1
5,Yes,224,6,51,8.95,3093.745000000001,7,120.9754898578697,19,56566.0,Low_spent_Large_value_payments,32,17,8.0,2430.21,Missing,19300.34,1
5,Yes,225,6,53,9.95,1512.361666666667,7,118.1855506983746,19,49.57206224445275,Low_spent_Medium_value_payments,32,17,8.0,2430.21,Bad,19300.34,0
0,No,232,7,30,4.17,1828.24,5,10000.0,14,0.0,High_spent_Large_value_payments,41,17,2.0,881.4,Missing,19514.88,0
0,No,236,7,30,4.17,3093.745000000001,5,151.3776397937309,12,0.0,Low_spent_Small_value_payments,41,17,2.0,881.4,Standard,19514.88,1
0,No,237,7,30,4.17,1828.24,5,184.63115997411617,15,0.0,Low_spent_Medium_value_payments,41,17,2.0,881.4,Standard,19514.88,1
0,No,238,7,26,4.17,3093.745000000001,5,99.1415414879628,11,0.0,High_spent_Small_value_payments,41,5240,4.0,881.4,Missing,19514.88,1
5,Yes,121,7,48,8.969999999999997,3093.745000000001,5,14.622739235117402,14,37.58807283812568,High_spent_Large_value_payments,41,17,6.0,1672.43,Bad,10183.015,1
5,Missing,122,7,48,7.97,1074.5845833333333,5,92.3619500192958,18,37.58807283812568,Low_spent_Small_value_payments,41,17,6.0,1672.43,Bad,10183.015,1
5,Yes,123,7,48,7.97,1074.5845833333333,5,91.88397193610828,23,37.58807283812568,Low_spent_Small_value_payments,41,17,6.0,1672.43,Bad,10183.015,1
5,Yes,124,7,43,7.97,1074.5845833333333,5,46.8104157513052,20,37.58807283812568,High_spent_Small_value_payments,41,17,6.0,1672.43,Missing,10183.015,0
5,Yes,125,7,51,7.97,1074.5845833333333,5,65.83126164076859,14,37.58807283812568,!@9#%8,41,17,6.0,1672.43,Bad,10183.015,1
5,Yes,126,7,48,10.97,1074.5845833333333,5,73.89986104079846,24,37.58807283812568,Low_spent_Small_value_payments,42,17,1050.0,1672.43,Bad,10183.015,1
5,Yes,127,7,52,7.97,1074.5845833333333,5,61.86372757802612,21,37.58807283812568,Low_spent_Small_value_payments,42,17,6.0,1672.43,Missing,10183.015,1
5,Yes,128,7,48,7.97,1074.5845833333333,5,71.12274735436063,21,37.58807283812568,Low_spent_Small_value_payments,42,17,6.0,1672.43,Bad,10183.015,1
0,No,393,4,10,0.86,8873.4275,4,388.36035366098815,8,0.0,Low_spent_Large_value_payments,19,1,0.0,76.23,Missing,106733.13,0
0,No,394,4,5,9.4,8873.4275,4,807.2067768357648,7,0.0,Low_spent_Small_value_payments,20,1,0.0,76.23,Missing,106733.13,0
0,No,395,4,2,0.86,8873.4275,4,172.03282853259896,6,0.0,High_spent_Large_value_payments,20,4975,0.0,76.23,Good,106733.13,0
0,No,396,4,5,-4.14,3093.745000000001,4,644.2873937406405,7,0.0,Low_spent_Large_value_payments,20,1,0.0,76.23,Good,106733.13,0
-100,No,397,4,5,0.86,8873.4275,4,345.609135410684,6,0.0,High_spent_Medium_value_payments,20,1,0.0,76.23,Good,106733.13,0
0,No,219,4,5,-0.14,8873.4275,4,135.92568154608836,6,0.0,High_spent_Medium_value_payments,20,1,0.0,76.23,Good,106733.13,0
0,No,219,4,9,0.86,8873.4275,4,191.03537260177933,4,0.0,High_spent_Large_value_payments,20,1,1.0,76.23,Missing,106733.13,0
0,No,400,4,7,0.86,8873.4275,4,384.7637247797149,6,0.0,!@9#%8,20,1,1.0,76.23,Good,106733.13,0
-100,Yes,148,5,25,15.79,782.0370833333334,5,103.1586179144364,18,26.060347529205966,Low_spent_Small_value_payments,31,10,7.0,569.8,Standard,12600.445,0
3,Yes,149,5,25,15.79,782.0370833333334,5,32.02630794260436,16,26.060347529205966,Low_spent_Small_value_payments,31,10,7.0,569.8,Standard,12600.445,0
3,Yes,150,5,25,15.79,782.0370833333334,5,31.14919791081519,18,33746.0,Low_spent_Medium_value_payments,32,10,6.0,569.8,Standard,12600.445,1
3,Yes,151,5,20,15.79,782.0370833333334,5,41.0826367012432,19,26.060347529205966,Low_spent_Small_value_payments,32,10,7.0,569.8,Standard,12600.445,1
3,Yes,152,5,25,15.79,782.0370833333334,5,48.00806665619237,19,26.060347529205966,Low_spent_Small_value_payments,32,10,7.0,569.8,Standard,12600.445,1
3,Yes,219,5,25,21.79,782.0370833333334,5,56.90889585970557,20,26.060347529205966,Low_spent_Medium_value_payments,32,10,7.0,569.8,Standard,12600.445,1
8,Yes,219,9,47,7.27,4720.926666666667,8,265.70621194860047,19,200.43261339470683,Low_spent_Small_value_payments,34,31,12.0,3532.83,Bad,57983.12,1
8,Yes,148,9,48,7.27,4720.926666666667,8,534.3581783879267,14,200.43261339470683,Low_spent_Small_value_payments,34,31,17.0,3532.83,Bad,57983.12,1
8,Yes,149,9,48,7.27,3093.745000000001,8,197.6404955281,22,200.43261339470683,High_spent_Medium_value_payments,34,31,17.0,3532.83,Missing,57983.12,1
8,Yes,150,9,48,10.27,4720.926666666667,8,205.25015227427863,21,200.43261339470683,Low_spent_Small_value_payments,34,31,17.0,3532.83,Bad,57983.12,1
8,Yes,151,9,46,7.27,4720.926666666667,8,626.869242023209,21,200.43261339470683,Low_spent_Small_value_payments,34,31,17.0,3532.83,Bad,57983.12,0
8,Yes,153,9,48,7.27,4720.926666666667,8,159.13672195005464,24,200.43261339470683,High_spent_Medium_value_payments,34,31,6.0,3532.83,Missing,57983.12,1
3,No,214,8,22,1.13,1999.3075,6,10000.0,14,42.22199265643221,Low_spent_Small_value_payments,48,14,3.0,614.6,Standard,20787.69,0
3,No,219,8,22,1.13,1999.3075,6,110.17209563183977,14,42.22199265643221,Low_spent_Small_value_payments,48,14,3.0,614.6,Standard,20787.69,0
3,No,217,8,22,1.13,3093.745000000001,6,89.87484896281485,12,42.22199265643221,Low_spent_Large_value_payments,48,14,3.0,614.6,Standard,20787.69,0
3,No,218,8,22,-2.87,3093.745000000001,6,155.4609440434731,14,42.22199265643221,Low_spent_Small_value_payments,48,14,3.0,614.6,Standard,20787.69,0
3,No,221,8,22,8.129999999999999,1999.3075,1381,21.74553122931893,14,42.22199265643221,High_spent_Large_value_payments,48,14,3.0,614.6,Missing,20787.69,0
7,Missing,164,9,52,17.96,2697.51,8,248.06995733765265,10,185.1119825795006,Low_spent_Large_value_payments,30,25,9.0,2686.81,Standard,34290.12,1
-100,Missing,167,9,52,13.96,3093.745000000001,8,99.47477403683122,7,185.1119825795006,Low_spent_Large_value_payments,30,25,9.0,2686.81,Standard,34290.12,1
7,Yes,169,9,52,13.96,2697.51,8,108.94691107774382,12,185.1119825795006,High_spent_Medium_value_payments,30,25,9.0,2686.81,Missing,34290.12,1
7,Yes,171,9,52,13.96,3093.745000000001,898,94.91721648288956,9,185.1119825795006,High_spent_Small_value_payments,30,25,13.0,2686.81,Missing,34290.12,1
1,Yes,230,3,11,8.97,3093.745000000001,3,397.00224891024857,8,30.57608482316153,Low_spent_Small_value_payments,32,18,4.0,1233.1,Standard,43070.24,0
1,Yes,231,3,13,14.97,3622.186666666666,3,443.9186741720723,8,30.57608482316153,Low_spent_Small_value_payments,32,18,4.0,1233.1,Standard,43070.24,0
1,Yes,232,3,15,12.97,3622.186666666666,3,50.50914885496671,8,30.57608482316153,High_spent_Large_value_payments,32,18,4.0,1233.1,Standard,43070.24,0
1,Yes,233,3,11,8.97,3622.186666666666,3,74.92037487328841,8,30.57608482316153,High_spent_Medium_value_payments,995,18,4.0,1233.1,Standard,43070.24,0
1,Yes,235,3,8,4.9700000000000015,3622.186666666666,3,41.33398006254758,8,30.57608482316153,High_spent_Large_value_payments,32,18,8.0,1233.1,Standard,43070.24,0
1,Yes,236,3,11,8.97,3622.186666666666,3,108.62344689023185,8,30.57608482316153,Low_spent_Large_value_payments,32,18,8.0,1233.1,Standard,43070.24,0
-100,Yes,237,3,11,8.97,3093.745000000001,3,403.5168088509092,8,30.57608482316153,!@9#%8,32,18,8.0,1233.1,Standard,43070.24,0
3,Yes,363,6,25,4.89,2210.0325,3,42.85050714738581,12,69.60292048199007,High_spent_Large_value_payments,40,15,0.0,400.07,Missing,28572.39,0
3,Yes,365,6,28,4.89,2210.0325,3,53.484203285005805,10,69.60292048199007,High_spent_Medium_value_payments,40,15,0.0,400.07,Standard,28572.39,0
3,Yes,366,6,25,4.89,3093.745000000001,3,25.99346229581731,14,69.60292048199007,High_spent_Medium_value_payments,40,15,0.0,400.07,Missing,28572.39,0
3,Yes,367,6,25,4.89,3093.745000000001,3,61.628109134830005,12,69.60292048199007,High_spent_Medium_value_payments,40,15,2.0,400.07,Standard,28572.39,0
3,Yes,370,6,25,4.89,2210.0325,3,51.83085897154975,12,69.60292048199007,High_spent_Large_value_payments,40,15,2.0,400.07,Standard,6515990.0,0
6,Yes,219,10,61,1.54,3007.461666666666,8,246.91502516402176,13,172.38252735862687,Low_spent_Large_value_payments,37,25,6.0,2258.73,Missing,39641.54,1
6,Missing,105,10,61,1.54,3007.461666666666,8,236.0775818986983,16,172.38252735862687,Low_spent_Large_value_payments,37,25,8.0,2258.73,Missing,39641.54,1
-100,Yes,107,10,61,1.54,3007.461666666666,8,254.0211199377709,16,172.38252735862687,Low_spent_Small_value_payments,37,25,8.0,2258.73,Bad,39641.54,1
6,Yes,108,10,61,1.54,3093.745000000001,8,254.2603725370912,16,172.38252735862687,!@9#%8,37,25,8.0,2258.73,Bad,39641.54,0
6,Yes,219,10,61,1.54,3007.461666666666,8,160.67254450139754,14,172.38252735862687,Low_spent_Large_value_payments,37,25,8.0,2258.73,Bad,39641.54,1
6,Yes,111,10,61,-2.46,3007.461666666666,8,149.26780615872963,13,172.38252735862687,Low_spent_Large_value_payments,38,25,8.0,2258.73,Bad,39641.54,1
2,No,219,1,5,6.83,1684.168333333333,5,74.21434055467658,6,29.534583720496048,Low_spent_Large_value_payments,54,1,4.0,413.32,Missing,20186.02,0
2,No,222,1,5,9.4,1684.168333333333,5,104.72383354456407,6,29.534583720496048,High_spent_Small_value_payments,5079,1,4.0,413.32,Good,20186.02,0
2,No,223,1,5,6.83,1684.168333333333,5,138.80315747514354,7,29.534583720496048,Low_spent_Large_value_payments,55,1,4.0,413.32,Missing,20186.02,0
2,No,224,1,5,6.83,1684.168333333333,5,68.95672493704708,7,29.534583720496048,High_spent_Medium_value_payments,55,1,4.0,413.32,Good,586359.0,0
2,No,225,1,5,6.83,1684.168333333333,5,121.7654262603496,6,5994.0,Low_spent_Small_value_payments,55,1,4.0,413.32,Good,20186.02,0
